Track name, Artist name, Album, Playlist name, Type, ISRC,,Date
House of Gold,Twenty One Pilots,Vessel,Favorite Songs,Favorite,USAT21203514,,
"Tiny Glowing Screens, Part 2",Watsky,Cardboard Castles,Favorite Songs,Favorite,USJPQ1300010,,
Welcome To The Family,Watsky,Welcome To The Family,Favorite Songs,Favorite,QM24S1826199,,
The Shake,My American Heart,Hiding Inside The Horrible Weather,Favorite Songs,Favorite,US95P0700329,,
Sloppy Seconds,Watsky,Cardboard Castles,Favorite Songs,Favorite,USJPQ1300011,,
Philosopher King,Dance Gavin Dance,Mothership,Favorite Songs,Favorite,QMRSZ1600578,,
The Mountain,Three Days Grace,Outsider,Favorite Songs,Favorite,USRC11703664,,
Attack Of The Dungeon Witch,He Is Legend,Suck Out The Poison,Favorite Songs,Favorite,USTN10600175,,
The Judge,Twenty One Pilots,Blurryface,Favorite Songs,Favorite,USAT21500600,,
A Faint Illusion,Tides Of Man,Dreamhouse,Favorite Songs,Favorite,USEK71010809,,
Whoa Whoa Whoa,Watsky,All You Can Do,Favorite Songs,Favorite,USJPQ1400091,,
Mister Sandman,Chet Atkins,The Essential Chet Atkins,Favorite Songs,Favorite,USRN19600010,,
Collapse,Saosin,Saosin,Favorite Songs,Favorite,USCA20601168,,
Chemical Fires,Tides Of Man,Dreamhouse,Favorite Songs,Favorite,USEK71010807,,
All Like Whatever,Watsky,All Like Whatever,Favorite Songs,Favorite,QM24S1834206,,
Grass Is Greener,Watsky,All You Can Do,Favorite Songs,Favorite,USJPQ1400100,,
Shut Me Up,Mindless Self Indulgence,You'll Rebel To Anything (Expanded and Remastered),Favorite Songs,Favorite,US68L0500001,,
1989,Mindless Self Indulgence,You'll Rebel To Anything (Expanded and Remastered),Favorite Songs,Favorite,US68L0500002,,
Sing To Me,With Confidence,Love and Loathing,Favorite Songs,Favorite,USHR21810102,,
Brackish,Kittie,Spit,Favorite Songs,Favorite,USAR50010125,,
10 Miles Wide,Escape the Fate,This War Is Ours (Deluxe Edition),Favorite Songs,Favorite,USEP40818109,,
Fashionably Late,Falling In Reverse,Fashionably Late (Deluxe Edition),Favorite Songs,Favorite,USEP41310004,,
We Won't Back Down,Escape the Fate,This War Is Ours (Deluxe Edition),Favorite Songs,Favorite,USEP40818101,,
Naivety,A Day To Remember,Bad Vibrations (Deluxe Edition),Favorite Songs,Favorite,USEP41609004,,
The Way She Moves,Forever The Sickest Kids,Underdog Alma Mater,Favorite Songs,Favorite,USUM70808201,,
Ghost Town,Tilian,The Skeptic,Favorite Songs,Favorite,QMRSZ1801288,,
Right Side,Tilian,The Skeptic,Favorite Songs,Favorite,QMRSZ1801287,,
Drunken Conversations,Tilian,The Skeptic,Favorite Songs,Favorite,QMRSZ1801286,,
Let Her Go,Tilian,The Skeptic,Favorite Songs,Favorite,QMRSZ1801285,,
Hold On,Tilian,The Skeptic,Favorite Songs,Favorite,QMRSZ1801283,,
Handsome Garbage,Tilian,The Skeptic,Favorite Songs,Favorite,QMRSZ1801282,,
Gone,Tilian,The Skeptic,Favorite Songs,Favorite,QMRSZ1801281,,
Cocky,Tilian,The Skeptic,Favorite Songs,Favorite,QMRSZ1801280,,
Made Of Plastic,Tilian,The Skeptic,Favorite Songs,Favorite,QMRSZ1801279,,
Devotion and Desire,Bayside,Acoustic Volume 2,Favorite Songs,Favorite,USHR21880011,,
I Think I'll Be Ok,Bayside,Acoustic Volume 2,Favorite Songs,Favorite,USHR21880010,,
Pigsty,Bayside,Acoustic Volume 2,Favorite Songs,Favorite,USHR21880009,,
I Can't Go On,Bayside,Acoustic Volume 2,Favorite Songs,Favorite,USHR21880008,,
Blame It On Bad Luck,Bayside,Acoustic Volume 2,Favorite Songs,Favorite,USHR21880007,,
Howard,Bayside,Acoustic Volume 2,Favorite Songs,Favorite,USHR21880006,,
Landing Feet First,Bayside,Acoustic Volume 2,Favorite Songs,Favorite,USHR21880005,,
Duality,Bayside,Acoustic Volume 2,Favorite Songs,Favorite,USHR21880004,,
It Don't Exist,Bayside,Acoustic Volume 2,Favorite Songs,Favorite,USHR21880003,,
Mary,Bayside,Acoustic Volume 2,Favorite Songs,Favorite,USHR21880002,,
Sick Sick Sick,Bayside,Acoustic Volume 2,Favorite Songs,Favorite,USHR21880001,,
You've Already Been,Bayside,Shudder (Bonus Track Version),Favorite Songs,Favorite,USVIC0849313,,
Moceanu,Bayside,Shudder (Bonus Track Version),Favorite Songs,Favorite,USVIC0849312,,
I Think I'll Be Ok,Bayside,Shudder (Bonus Track Version),Favorite Songs,Favorite,USVIC0849311,,
"Roshambo (Rock, Paper, Scissors)",Bayside,Shudder (Bonus Track Version),Favorite Songs,Favorite,USVIC0849310,,
What And What Not,Bayside,Shudder (Bonus Track Version),Favorite Songs,Favorite,USVIC0849304,,
No One Understands,Bayside,Shudder (Bonus Track Version),Favorite Songs,Favorite,USVIC0849303,,
The Ghost Of Saint Valentine,Bayside,Shudder (Bonus Track Version),Favorite Songs,Favorite,USVIC0849302,,
Howard,Bayside,Shudder (Bonus Track Version),Favorite Songs,Favorite,USVIC0849309,,
Have Fun Storming The Castle,Bayside,Shudder (Bonus Track Version),Favorite Songs,Favorite,USVIC0849308,,
Demons,Bayside,Shudder (Bonus Track Version),Favorite Songs,Favorite,USVIC0849307,,
I Can't Go On,Bayside,Shudder (Bonus Track Version),Favorite Songs,Favorite,USVIC0849306,,
A Call To Arms,Bayside,Shudder (Bonus Track Version),Favorite Songs,Favorite,USVIC0849305,,
Boy,Bayside,Shudder (Bonus Track Version),Favorite Songs,Favorite,USVIC0849301,,
Disease,Beartooth,Disease,Favorite Songs,Favorite,USP6L1800289,,
Clever,Beartooth,Disease,Favorite Songs,Favorite,USP6L1800299,,
Used And Abused,Beartooth,Disease,Favorite Songs,Favorite,USP6L1800298,,
Infection,Beartooth,Disease,Favorite Songs,Favorite,USP6L1800297,,
Believe,Beartooth,Disease,Favorite Songs,Favorite,USP6L1800296,,
Enemy,Beartooth,Disease,Favorite Songs,Favorite,USP6L1800295,,
Manipulation,Beartooth,Disease,Favorite Songs,Favorite,USP6L1800294,,
Afterall,Beartooth,Disease,Favorite Songs,Favorite,USP6L1800293,,
Bad Listener,Beartooth,Disease,Favorite Songs,Favorite,USP6L1800292,,
You Never Know,Beartooth,Disease,Favorite Songs,Favorite,USP6L1800291,,
Fire,Beartooth,Disease,Favorite Songs,Favorite,USP6L1800290,,
Greatness Or Death,Beartooth,Disease,Favorite Songs,Favorite,USP6L1800288,,
New Light,John Mayer,New Light,Favorite Songs,Favorite,QM4TW1898425,,
Romeo & Juliet,Hobo Johnson,The Rise of Hobo Johnson,Favorite Songs,Favorite,SEYOK1771397,,
Neon Gravestones,Twenty One Pilots,Trench,Favorite Songs,Favorite,USAT21810689,,
Peach Scone,Hobo Johnson,Peach Scone,Favorite Songs,Favorite,USDY41805670,,
They Looked Like Strong Hands,Bayside,Bayside,Favorite Songs,Favorite,USVIC0525804,,
Duality,Bayside,The Walking Wounded (Gold Edition),Favorite Songs,Favorite,USVIC0845503,,
Dark Days,PUP,PUP,Favorite Songs,Favorite,USA6G1454106,,
In Fear and Faith,Circa Survive,Juturna,Favorite Songs,Favorite,US3X50510305,,
Mean Ass Drunk,Watsky,Mean Ass Drunk,Favorite Songs,Favorite,QM24S1841883,,
Bohemian Rhapsody - Remastered 2011,Queen,A Night At The Opera (Deluxe Remastered Version),Favorite Songs,Favorite,GBUM71029604,,
Last Nite,The Strokes,Is This It,Favorite Songs,Favorite,USRC10100765,,
Life Is Simple in the Moonlight,The Strokes,Angles,Favorite Songs,Favorite,USRC11100049,,
"Call It Fate, Call It Karma",The Strokes,Comedown Machine,Favorite Songs,Favorite,USRC11300085,,
Date Rape,Sublime,Sublime Greatest Hits,Favorite Songs,Favorite,USMC19989459,,
Modern Girls & Old Fashion Men,The Strokes,Modern Girls & Old Fashion Men,Favorite Songs,Favorite,USRC10301938,,
Dashboard,Modest Mouse,We Were Dead Before The Ship Even Sank,Favorite Songs,Favorite,USSM10700153,,
Back in the 90's,Grouplove,BoJack Horseman (Music from the Netflix Original Series),Favorite Songs,Favorite,USLS51705309,,
Jurassic Park (feat. Daniel Radcliffe),Andy Hull and Robert McDowell,Swiss Army Man (Original Motion Picture Soundtrack),Favorite Songs,Favorite,USLS51669311,,
Where Did You Come From? (feat. Paul Dano),Andy Hull and Robert McDowell,Swiss Army Man (Original Motion Picture Soundtrack),Favorite Songs,Favorite,USLS51669302,,
The World At Large,Modest Mouse,Good News For People Who Love Bad News,Favorite Songs,Favorite,USSM10315493,,
Float On,Modest Mouse,Good News For People Who Love Bad News,Favorite Songs,Favorite,USSM10315494,,
"I'll Try Anything Once - Live From Electric Lady Studios for WRXP, New York",Julian Casablancas,Live From Electric Lady Studios/WRXP New York,Favorite Songs,Favorite,USRC11000232,,
Take Me Out,Franz Ferdinand,Franz Ferdinand,Favorite Songs,Favorite,USSM10402947,,
Angels We Have Heard On High,Bayside,Angels We Have Heard On High,Favorite Songs,Favorite,USWU31000143,,
Making Christmas,Rise Against,Nightmare Revisited,Favorite Songs,Favorite,USWD10834700,,
Christmas Lights,Yellowcard,Punk Goes Christmas,Favorite Songs,Favorite,US5261318207,,
No Complaints No Conversation,Watsky,No Complaints No Conversation,Favorite Songs,Favorite,QM24S1845562,,
Choking on Flowers,Fox Academy,Elsie,Favorite Songs,Favorite,TCACH1523562,,
Whitecaps,Watsky,COMPLAINT,Favorite Songs,Favorite,QM24S1845565,,
Feels Alright,Watsky,COMPLAINT,Favorite Songs,Favorite,QM24S1845563,,
No Complaints No Conversation,Watsky,COMPLAINT,Favorite Songs,Favorite,QM24S1845562,,
Fuck It Up,Watsky,COMPLAINT,Favorite Songs,Favorite,QM24S1845561,,
Limo 4 Emos,Watsky,COMPLAINT,Favorite Songs,Favorite,QM24S1845564,,
Mean Ass Drunk,Watsky,COMPLAINT,Favorite Songs,Favorite,QM24S1841883,,
What Goes Up,Watsky,COMPLAINT,Favorite Songs,Favorite,QM24S1845560,,
All Like Whatever,Watsky,COMPLAINT,Favorite Songs,Favorite,QM24S1834206,,
Welcome To The Family,Watsky,COMPLAINT,Favorite Songs,Favorite,QM24S1826199,,
Send the Pain Below,Chevelle,Wonder What's Next (Expanded Edition),Favorite Songs,Favorite,USSM10201529,,
A Horse with No Name,America,America,Favorite Songs,Favorite,USWB19901792,,
Monsters,Matchbook Romance,Voices,Favorite Songs,Favorite,USEP40604105,,
Human Sadness,The Voidz,Tyranny,Favorite Songs,Favorite,QMKBG1400032,,
What's Up - Radio Edit 1,DJ Miko,What's Up,Favorite Songs,Favorite,ATT890610103,,
QYURRYUS,The Voidz,Virtue,Favorite Songs,Favorite,USRC11800008,,
Semi-Charmed Life,Dance Gavin Dance,Semi-Charmed Life,Favorite Songs,Favorite,USHR21811904,,
80's Comedown Machine,The Strokes,Comedown Machine,Favorite Songs,Favorite,USRC11300079,,
Chances,The Strokes,Comedown Machine,Favorite Songs,Favorite,USRC11300083,,
Set Sail,Scary Kids Scaring Kids,Scary Kids Scaring Kids,Favorite Songs,Favorite,USI2R0750310,,
Fast Times,Albert Hammond Jr,Fast Times,Favorite Songs,Favorite,USP6L1900351,,
Exposed,Dance Gavin Dance,Mothership,Favorite Songs,Favorite,QMRSZ1600581,,
Here Comes The Winner,Dance Gavin Dance,Mothership,Favorite Songs,Favorite,QMRSZ1600580,,
Watch Me Bleed,Scary Kids Scaring Kids,Scary Kids Scaring Kids,Favorite Songs,Favorite,USI2R0750313,,
Welcome To Japan,The Strokes,Comedown Machine,Favorite Songs,Favorite,USRC11300078,,
Anywhere But Here,Rise Against,Siren Song Of The Counter-Culture,Favorite Songs,Favorite,USDW10400820,,
The First Drop,Rise Against,Siren Song Of The Counter-Culture,Favorite Songs,Favorite,USDW10400797,,
Counting Stars,OneRepublic,Native,Favorite Songs,Favorite,USUM71301306,,
Holding On,Scary Kids Scaring Kids,Scary Kids Scaring Kids,Favorite Songs,Favorite,USI2R0750303,,
The High Road,Three Days Grace,Transit Of Venus,Favorite Songs,Favorite,USRC11200911,,
Transatlanticism,The Maine,Songs That Saved My Life,Favorite Songs,Favorite,USHR21811912,,
Broom People,Dan Campbell,Songs That Saved My Life,Favorite Songs,Favorite,USHR21811911,,
Let It Be,Too Close To Touch,Songs That Saved My Life,Favorite Songs,Favorite,USHR21811910,,
Shape of my Heart,Oceans Ate Alaska,Songs That Saved My Life,Favorite Songs,Favorite,USHR21811909,,
Such Great Heights,AS IT IS,Songs That Saved My Life,Favorite Songs,Favorite,USHR21811908,,
Crawling,Dream State,Songs That Saved My Life,Favorite Songs,Favorite,USHR21811907,,
Bullet With Butterfly Wings,Taking Back Sunday,Songs That Saved My Life,Favorite Songs,Favorite,USHR21811906,,
People Who Died,Against Me!,Songs That Saved My Life,Favorite Songs,Favorite,USHR21811905,,
Semi-Charmed Life,Dance Gavin Dance,Songs That Saved My Life,Favorite Songs,Favorite,USHR21811904,,
Your Graduation,Stand Atlantic,Songs That Saved My Life,Favorite Songs,Favorite,USHR21811903,,
Losing My Religion,Movements,Songs That Saved My Life,Favorite Songs,Favorite,USHR21811902,,
Torn,Neck Deep,Songs That Saved My Life,Favorite Songs,Favorite,USHR21811901,,
Everything Is Good Now,Foreign Air,Everything Is Good Now,Favorite Songs,Favorite,TCAEC1922070,,
You Killed Me on the Moon,BLOW,Fall in Deep,Favorite Songs,Favorite,FR59R1673149,,
"Giving Up on Love - 7"" Pop Version",Rick Astley,Hold Me in Your Arms,Favorite Songs,Favorite,GBARL8800026,,
Hello World,JigJam,Hello World,Favorite Songs,Favorite,IELBC1600001,,
Survive,Rise Against,The Sufferer & The Witness,Favorite Songs,Favorite,USUM70603978,,
The Good Left Undone,Rise Against,The Sufferer & The Witness,Favorite Songs,Favorite,USUM70603977,,
Behind Closed Doors,Rise Against,The Sufferer & The Witness,Favorite Songs,Favorite,USUM70603975,,
The Approaching Curve,Rise Against,The Sufferer & The Witness,Favorite Songs,Favorite,USUM70603973,,
Drones,Rise Against,The Sufferer & The Witness,Favorite Songs,Favorite,USUM70603972,,
Under The Knife,Rise Against,The Sufferer & The Witness,Favorite Songs,Favorite,USUM70603970,,
Bricks,Rise Against,The Sufferer & The Witness,Favorite Songs,Favorite,USUM70603969,,
Ready To Fall,Rise Against,The Sufferer & The Witness,Favorite Songs,Favorite,USUM70603572,,
Intro/Chamber The Cartridge,Rise Against,The Sufferer & The Witness,Favorite Songs,Favorite,USUM70603967,,
Roadside,Rise Against,The Sufferer & The Witness,Favorite Songs,Favorite,USUM70603976,,
Worth Dying For,Rise Against,The Sufferer & The Witness,Favorite Songs,Favorite,USUM70603974,,
Injection,Rise Against,The Sufferer & The Witness,Favorite Songs,Favorite,USUM70603968,,
Tunnel Vision,Circa Survive,The Amulet (Deluxe),Favorite Songs,Favorite,USHR21711104,,
Head Hunter,Dance Gavin Dance,Head Hunter,Favorite Songs,Favorite,QMRSZ1900407,,
"Hello, Anxiety",Phum Viphurit,"Hello, Anxiety",Favorite Songs,Favorite,FR10S1951764,,
Flashlight,The Front Bottoms,The Front Bottoms,Favorite Songs,Favorite,US37V1120701,,
The Permanent Rain,The Dangerous Summer,Reach For The Sun,Favorite Songs,Favorite,USHR20950008,,
Powder to the People,Dance Gavin Dance,Happiness,Favorite Songs,Favorite,USEK70908010,,
"Strawberry Swisher, Pt. 2",Dance Gavin Dance,Happiness,Favorite Songs,Favorite,USEK70908009,,
Don't Tell Dave,Dance Gavin Dance,Happiness,Favorite Songs,Favorite,USEK70908008,,
"Strawberry Swisher, Pt. 1",Dance Gavin Dance,Happiness,Favorite Songs,Favorite,USEK70908007,,
Happiness,Dance Gavin Dance,Happiness,Favorite Songs,Favorite,USEK70908005,,
I'm Down With Brown Town,Dance Gavin Dance,Happiness,Favorite Songs,Favorite,USEK70908003,,
NASA,Dance Gavin Dance,Happiness,Favorite Songs,Favorite,USEK70908002,,
Tree Village,Dance Gavin Dance,Happiness,Favorite Songs,Favorite,USEK70908001,,
12:51,The Strokes,12:51,Favorite Songs,Favorite,USRC10301489,,
Killers,The Pits,Killers,Favorite Songs,Favorite,TCADJ1740095,,
The Greatest Show on Earth,The Pits,The Greatest Show on Earth,Favorite Songs,Favorite,TCADW1863640,,
Killers,The Pits,The Greatest Show on Earth,Favorite Songs,Favorite,TCADW1863649,,
A Place to Hide,The Pits,The Greatest Show on Earth,Favorite Songs,Favorite,TCADW1863648,,
Salt,The Pits,The Greatest Show on Earth,Favorite Songs,Favorite,TCADW1863644,,
Horrors,The Pits,The Greatest Show on Earth,Favorite Songs,Favorite,TCADW1863641,,
Glass,Julian Casablancas,Phrazes For The Young,Favorite Songs,Favorite,USRC10900514,,
Juicebox,The Strokes,Juicebox,Favorite Songs,Favorite,USRC10503421,,
Is This It,The Strokes,Is This It,Favorite Songs,Favorite,USRC10100762,,
I Will Follow You into the Dark,Death Cab for Cutie,Plans,Favorite Songs,Favorite,USAT20504677,,
Moon,Secret Band,LP2,Favorite Songs,Favorite,QMRSZ1900484,,
Coffee,beabadoobee,Coffee,Favorite Songs,Favorite,GBK3W1800819,,
Future Me Hates Me,The Beths,Future Me Hates Me,Favorite Songs,Favorite,US22N1812802,,
Painkiller,Beach Bunny,Painkiller,Favorite Songs,Favorite,QZDA61831222,,
Blood on the Radio,Thank You Scientist,Maps of Non-Existent Places,Favorite Songs,Favorite,QMMTR1400044,,
I'll Make You Sorry,Screaming Females,All at Once,Favorite Songs,Favorite,USA2B1703467,,
Lover Boy,Phum Viphurit,Lover Boy,Favorite Songs,Favorite,FR10S1894031,,
Bed Mood,Serial Chiller,Three Minute Heroes: #HearMeOut,Favorite Songs,Favorite,GBKQU1735273,,
The Fiddler & the Devil,Bella's Bartok,Change Yer Life,Favorite Songs,Favorite,uscgj1661581,,
Haunt Me,Samsa,Haunt Me,Favorite Songs,Favorite,QM2PV1704568,,
Butterflies,Samsa,Butterflies,Favorite Songs,Favorite,QM2PV1704667,,
Superlative Heroes,Samsa,Superlative Heroes,Favorite Songs,Favorite,QZ9JZ1750151,,
Fast Animals,The Strokes,Fast Animals,Favorite Songs,Favorite,USRC11300167,,
Happy Together (feat. Ray Toro),Gerard Way,Happy Together (feat. Ray Toro),Favorite Songs,Favorite,USRE11900098,,
Tourist,Julian Casablancas,Phrazes For The Young,Favorite Songs,Favorite,USRC10900516,,
Death Of A Strawberry,Dance Gavin Dance,Instant Gratification,Favorite Songs,Favorite,USEK71527710,,
Mouths Like Sidewinder Misssles,The Fall of Troy,Doppelganger,Favorite Songs,Favorite,US3X50511205,,
It Don't Exist,Bayside,It Don't Exist,Favorite Songs,Favorite,USHR21880003,,
The Wondersmith and His Sons,Astronautalis,Pomegranate,Favorite Songs,Favorite,TCACN1653921,,
Something New,Dance Gavin Dance,Instant Gratification,Favorite Songs,Favorite,USEK71527703,,
The Cuddler,Dance Gavin Dance,Instant Gratification,Favorite Songs,Favorite,USEK71527707,,
Lost,Dance Gavin Dance,Instant Gratification,Favorite Songs,Favorite,USEK71527712,,
Care - Instrumental,Dance Gavin Dance,Artificial Selection (Instrumental),Favorite Songs,Favorite,QMRSZ1802052,,
Evaporate - Instrumental,Dance Gavin Dance,Artificial Selection (Instrumental),Favorite Songs,Favorite,QMRSZ1802062,,
Bloodsucker - Instrumental,Dance Gavin Dance,Artificial Selection (Instrumental),Favorite Songs,Favorite,QMRSZ1802061,,
Gospel Burnout - Instrumental,Dance Gavin Dance,Artificial Selection (Instrumental),Favorite Songs,Favorite,QMRSZ1802060,,
Hair Song - Instrumental,Dance Gavin Dance,Artificial Selection (Instrumental),Favorite Songs,Favorite,QMRSZ1802059,,
Story Of My Bros - Instrumental,Dance Gavin Dance,Artificial Selection (Instrumental),Favorite Songs,Favorite,QMRSZ1802058,,
Slouch - Instrumental,Dance Gavin Dance,Artificial Selection (Instrumental),Favorite Songs,Favorite,QMRSZ1802057,,
Shelf Life - Instrumental,Dance Gavin Dance,Artificial Selection (Instrumental),Favorite Songs,Favorite,QMRSZ1802056,,
The Rattler - Instrumental,Dance Gavin Dance,Artificial Selection (Instrumental),Favorite Songs,Favorite,QMRSZ1802055,,
Flash - Instrumental,Dance Gavin Dance,Artificial Selection (Instrumental),Favorite Songs,Favorite,QMRSZ1802054,,
Count Bassy - Instrumental,Dance Gavin Dance,Artificial Selection (Instrumental),Favorite Songs,Favorite,QMRSZ1802053,,
Suspended In This Disaster - Instrumental,Dance Gavin Dance,Artificial Selection (Instrumental),Favorite Songs,Favorite,QMRSZ1802051,,
Midnight Crusade - Instrumental,Dance Gavin Dance,Artificial Selection (Instrumental),Favorite Songs,Favorite,QMRSZ1802050,,
Son of Robot - Instrumental,Dance Gavin Dance,Artificial Selection (Instrumental),Favorite Songs,Favorite,QMRSZ1802049,,
Mr. Brightside,The Killers,Hot Fuss,Favorite Songs,Favorite,USIR20400274,,
JX-47,Mindless Self Indulgence,Tighter,Favorite Songs,Favorite,US2421119815,,
More to Life,Albert Hammond Jr,More to Life,Favorite Songs,Favorite,USP6L1900383,,
Red Hen,Wolf & Bear,Red Hen,Favorite Songs,Favorite,TCAEG1955774,,
Crooked Soul - Single Version,Dayseeker,Crooked Soul,Favorite Songs,Favorite,GBUM71901116,,
Perfect,Dance Gavin Dance,People You Knew / Perfect,Favorite Songs,Favorite,USEK71112313,,
People You Knew,Dance Gavin Dance,People You Knew / Perfect,Favorite Songs,Favorite,USEK71112312,,
Awkward,Dance Gavin Dance,Instant Gratification,Favorite Songs,Favorite,USEK71527706,,
The Robot with Human Hair pt. 4,Dance Gavin Dance,Acceptance Speech,Favorite Songs,Favorite,USEK71320902,,
Blue Dream,Dance Gavin Dance,Downtown Battle Mountain II,Favorite Songs,Favorite,USEK71112308,,
Man of the Year - Instrumental,Dance Gavin Dance,Mothership (Instrumental),Favorite Songs,Favorite,QMRSZ1900931,,
Don't Be So Hard,The Audition,"Punk Goes Acoustic, Vol. 2",Favorite Songs,Favorite,US5260709802,,
My Chemical Dromance,Riley!,Purrfect Weather,Favorite Songs,Favorite,ushm21934195,,
I Dare You,The Regrettes,I Dare You,Favorite Songs,Favorite,USWB11901117,,
Wolf In Sheep’s Clothing - Acoustic,Set It Off,"Punk Goes Acoustic, Vol. 3",Favorite Songs,Favorite,US5261923187,,
Typical Story,Hobo Johnson,Typical Story,Favorite Songs,Favorite,USRE11900290,,
A Decade Under The Influence - Acoustic,Taking Back Sunday,"Punk Goes Acoustic, Vol. 3",Favorite Songs,Favorite,US5261923181,,
Chlorine (Mexico City),Twenty One Pilots,Chlorine (Mexico City),Favorite Songs,Favorite,USAT21903522,,
Sucker,Our Last Night,Sucker,Favorite Songs,Favorite,GBDMT1900100,,
Story Of My Bros - Acoustic,Dance Gavin Dance,"Punk Goes Acoustic, Vol. 3",Favorite Songs,Favorite,US5261923179,,
Firewater,Yellowcard,Punk Goes Acoustic,Favorite Songs,Favorite,USADD0330503,,
Big Grey Dog,JigJam,Big Grey Dog,Favorite Songs,Favorite,QZB581900016,,
The Less I Know The Better,Tame Impala,Currents,Favorite Songs,Favorite,AUUM71500303,,
Silver Tongues,I The Mighty,Where the Mind Wants to Go / Where You Let It Go,Favorite Songs,Favorite,US3X51738010,,
Half,Tilian,Half,Favorite Songs,Favorite,QMRSZ1901558,,
Bossa No Sé (feat. Jean Carter),Cuco,Bossa No Sé (feat. Jean Carter),Favorite Songs,Favorite,USUG11901256,,
The Jiggler,Dance Gavin Dance,Acceptance Speech,Favorite Songs,Favorite,USEK71320910,,
Better Now,Our Last Night,Better Now,Favorite Songs,Favorite,GBDMT1800241,,
Beware (Instrumental),Bear Ghost,Your Parents Are Only Marginally Disappointed in Your Musical Taste! (Instrumental),Favorite Songs,Favorite,TCADZ1839914,,
Leave It All Behind,Sleeping With Sirens,Break Me Down,Favorite Songs,Favorite,USYFZ1918301,,
Chaos in Motion - Unplugged in LA,I The Mighty,Unplugged in LA,Favorite Songs,Favorite,US3X51943301,,
Trying Your Luck,The Strokes,Is This It,Favorite Songs,Favorite,USRC10100766,,
Vanity's Fair,A Lot Like Birds,Conversation Piece,Favorite Songs,Favorite,US3X51326903,,
I Just Can't Concentrate,The Western States Motel,Freeway Freeway Riverbed,Favorite Songs,Favorite,ushm81176195,,
Story Of My Bros - Acoustic,Dance Gavin Dance,"Punk Goes Acoustic, Vol. 3",Favorite Songs,Favorite,US5261923179,,
Prayers,Bayside,Prayers,Favorite Songs,Favorite,USHR21980002,,
We Own The Night,Dance Gavin Dance,Instant Gratification,Favorite Songs,Favorite,USEK71527701,,
Bastard Son,Senses Fail,Bastard Son,Favorite Songs,Favorite,USSTT1900097,,
Jesus H. Macy,Dance Gavin Dance,Acceptance Speech 2.0,Favorite Songs,Favorite,QMRSZ1901523,,
Carve,Dance Gavin Dance,Acceptance Speech 2.0,Favorite Songs,Favorite,QMRSZ1901526,,
Acceptance Speech,Dance Gavin Dance,Acceptance Speech 2.0,Favorite Songs,Favorite,QMRSZ1901525,,
"The Robot with Human Hair, Pt. 4",Dance Gavin Dance,Acceptance Speech 2.0,Favorite Songs,Favorite,QMRSZ1901524,,
"Strawberry Swisher, Pt. 3",Dance Gavin Dance,Acceptance Speech 2.0,Favorite Songs,Favorite,QMRSZ1901528,,
Doom & Gloom,Dance Gavin Dance,Acceptance Speech 2.0,Favorite Songs,Favorite,QMRSZ1901527,,
Demo Team,Dance Gavin Dance,Acceptance Speech 2.0,Favorite Songs,Favorite,QMRSZ1901530,,
Honey Revenge,Dance Gavin Dance,Acceptance Speech 2.0,Favorite Songs,Favorite,QMRSZ1901529,,
The Jiggler,Dance Gavin Dance,Acceptance Speech 2.0,Favorite Songs,Favorite,QMRSZ1901532,,
Death of the Robot with Human Hair,Dance Gavin Dance,Acceptance Speech 2.0,Favorite Songs,Favorite,QMRSZ1901531,,
"Turn Off the Lights - I'm Watching Back to the Future, Pt. 2",Dance Gavin Dance,Acceptance Speech 2.0,Favorite Songs,Favorite,QMRSZ1901533,,
"The Robot with Human Hair, Pt. 4 - Instrumental",Dance Gavin Dance,Acceptance Speech 2.0 (Instrumental),Favorite Songs,Favorite,QMRSZ1901535,,
Jesus H. Macy - Instrumental,Dance Gavin Dance,Acceptance Speech 2.0 (Instrumental),Favorite Songs,Favorite,QMRSZ1901534,,
Carve - Instrumental,Dance Gavin Dance,Acceptance Speech 2.0 (Instrumental),Favorite Songs,Favorite,QMRSZ1901537,,
Acceptance Speech - Instrumental,Dance Gavin Dance,Acceptance Speech 2.0 (Instrumental),Favorite Songs,Favorite,QMRSZ1901536,,
"Strawberry Swisher, Pt. 3 - Instrumental",Dance Gavin Dance,Acceptance Speech 2.0 (Instrumental),Favorite Songs,Favorite,QMRSZ1901539,,
Doom & Gloom - Instrumental,Dance Gavin Dance,Acceptance Speech 2.0 (Instrumental),Favorite Songs,Favorite,QMRSZ1901538,,
Death of the Robot with Human Hair - Instrumental,Dance Gavin Dance,Acceptance Speech 2.0 (Instrumental),Favorite Songs,Favorite,QMRSZ1901542,,
Demo Team - Instrumental,Dance Gavin Dance,Acceptance Speech 2.0 (Instrumental),Favorite Songs,Favorite,QMRSZ1901541,,
Honey Revenge - Instrumental,Dance Gavin Dance,Acceptance Speech 2.0 (Instrumental),Favorite Songs,Favorite,QMRSZ1901540,,
"Turn Off the Lights - I'm Watching Back to the Future, Pt. 2 - Instrumental",Dance Gavin Dance,Acceptance Speech 2.0 (Instrumental),Favorite Songs,Favorite,QMRSZ1901544,,
The Jiggler - Instrumental,Dance Gavin Dance,Acceptance Speech 2.0 (Instrumental),Favorite Songs,Favorite,QMRSZ1901543,,
Uneasy Hearts Weigh The Most,Dance Gavin Dance,Dance Gavin Dance,Favorite Songs,Favorite,USEK70806707,,
